titulo,preco,quartos,suites,metragem,vagas,link
"Quadra C 5, TAGUATINGA CENTRO, TAGUATINGA",296490,2,,73,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-5-1406657
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",597000,2,1,82,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1369023
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",327000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1411652
"CSB 3, TAGUATINGA SUL, TAGUATINGA",482000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1350882
"CSG 3, TAGUATINGA SUL, TAGUATINGA",499000,2,,64,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1383677
"CSG 3, TAGUATINGA SUL, TAGUATINGA",349900,1,1,47,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1401881
"QSF 1, TAGUATINGA SUL, TAGUATINGA",485000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-1358796
"QSF AE, TAGUATINGA SUL, TAGUATINGA",390000,1,,43,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-qsf-ae-1363081
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",650000,3,1,81,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-19-1071819
"QSA 4, TAGUATINGA SUL, TAGUATINGA",610000,3,1,90,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsa-4-1373258
"QNL 1 Bloco B, TAGUATINGA NORTE, TAGUATINGA",350000,3,,72,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-b-1377374
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",320000,2,,47,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1363036
"CSG 3, TAGUATINGA SUL, TAGUATINGA",380000,1,1,46,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1411488
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",390000,2,,53,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-1-1397616
"CSA 03 Lote 07, TAGUATINGA SUL, TAGUATINGA",599000,3,1,102,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-07-1402181
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",290000,1,1,42,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-12-1289471
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",270000,2,,70,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-1-1143526
"CSB 3, TAGUATINGA SUL, TAGUATINGA",340000,3,1,77,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1143214
"QNC 3, TAGUATINGA NORTE, TAGUATINGA",260000,1,,34,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-3-1341362
"CSB 4, TAGUATINGA SUL, TAGUATINGA",400000,2,,81,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-4-1410534
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",480000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1291008
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",260000,2,,43,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1257746
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",385000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1419888
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",530000,2,,90,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1290794
"QNL 1 Bloco C, TAGUATINGA NORTE, TAGUATINGA",337000,3,,76,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-c-1296987
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",335000,2,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1400130
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",320000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1225563
"QNL 8 Bloco B, TAGUATINGA NORTE, TAGUATINGA",260000,2,,76,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-bloco-b-1268374
"CSG 3, TAGUATINGA SUL, TAGUATINGA",350000,1,1,37,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1176679
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",395000,2,1,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-1-1409045
"QNL 9 Bloco B, TAGUATINGA NORTE, TAGUATINGA",270500,2,,65,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-bloco-b-1293584
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",390000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1406779
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",480000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1403807
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",360000,2,,44,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1328275
"EQNL 1/3 Bloco C, TAGUATINGA NORTE, TAGUATINGA",109990,1,,30,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnl-1-3-bloco-c-1146636
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",290000,2,,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1199904
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",650000,2,1,103,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1419166
"C 07 Lote 08, TAGUATINGA CENTRO, TAGUATINGA",240000,2,,67,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-07-lote-08-1419567
"CSB 02 Lote 08, TAGUATINGA SUL, TAGUATINGA",290000,2,,74,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-02-lote-08-1383095
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",469000,2,1,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1419925
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",399000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-963046
"QNL 1 Bloco C, TAGUATINGA NORTE, TAGUATINGA",280000,3,,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-bloco-c-1282066
"CSG 3, TAGUATINGA SUL, TAGUATINGA",350000,1,,57,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1363745
"CSB 04 Lote 06, TAGUATINGA SUL, TAGUATINGA",270000,3,1,60,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-06-1161805
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",587900,3,2,83,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1339365
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",300000,3,1,102,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1156454
"Quadra C 5, TAGUATINGA CENTRO, TAGUATINGA",228000,3,,85,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-5-962579
"CSG 3, TAGUATINGA SUL, TAGUATINGA",660000,1,,100,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1365902
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",399000,2,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1216197
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",310000,2,,80,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1416180
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",285000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1406897
"CNB 01 Lote 02, TAGUATINGA NORTE, TAGUATINGA",270000,2,,88,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-01-lote-02-1342476
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",529000,2,1,61,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1417212
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",315000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1348123
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",360000,3,1,70,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1362939
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",502092,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1266756
"CSB 10, TAGUATINGA SUL, TAGUATINGA",700000,3,1,77,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1417259
"C 05 Lote 12, TAGUATINGA CENTRO, TAGUATINGA",230000,3,,58,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-12-1161260
"CSB 6, TAGUATINGA SUL, TAGUATINGA",259990,2,,59,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1419923
"CSG 3, TAGUATINGA SUL, TAGUATINGA",450000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1323014
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",425000,3,1,93,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1114804
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",380000,2,,71,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1374762
"CSG 3, TAGUATINGA SUL, TAGUATINGA",330000,1,1,36,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1161775
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320000,2,,45,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1344431
"QNC 1 Área Especial 21, TAGUATINGA NORTE, TAGUATINGA",525000,3,1,85,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-21-1112575
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",198500,2,,47,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1411930
"QNM 34 Conjunto D2, TAGUATINGA NORTE, TAGUATINGA",240000,1,,35,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnm-34-conjunto-d2-1411178
"CSG 3, TAGUATINGA SUL, TAGUATINGA",530000,1,1,54,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1410536
"QNL 15 Bloco D, TAGUATINGA NORTE, TAGUATINGA",350000,2,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-15-bloco-d-1419907
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",470000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1190996
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",320000,3,,80,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1402178
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",320000,3,,80,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1355024
"CSB 3, TAGUATINGA SUL, TAGUATINGA",440000,3,,102,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1410512
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",320000,2,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1407745
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",359000,3,1,89,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1416482
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",268000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1408923
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",490000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1329135
"Rodovia DF 240, Km 86 Chácara 45, TAGUATINGA NORTE, TAGUATINGA",365000,2,1,75,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-rodovia-df-240-km-86---chacara-45-1328758
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",338000,3,,59,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1410533
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",379000,3,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1239041
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",320000,2,1,52,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1354091
"CSB 3, TAGUATINGA SUL, TAGUATINGA",440000,3,,88,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1213543
"CSG 3, TAGUATINGA SUL, TAGUATINGA",350000,1,,44,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1141189
"QSE 7, TAGUATINGA SUL, TAGUATINGA",240000,3,,70,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qse-7-1419909
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",479900,3,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1360737
"CSB 10, TAGUATINGA SUL, TAGUATINGA",550000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1257450
"C 10 Lote 02/03, TAGUATINGA CENTRO, TAGUATINGA",278000,3,,62,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-c-10-lote-02-03-1235716
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",268000,2,,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1354246
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",254000,2,,60,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1372349
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",699990,3,3,84,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-19-1317660
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",350000,2,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1328293
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",309000,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1352631
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",350000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1214942
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",250000,1,,49,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-7-1374984
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",504000,2,1,59,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1061334
"CSA 1, TAGUATINGA SUL, TAGUATINGA",200000,2,,63,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-1-1318985
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",315000,1,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnb-5-1180121
"CSB 8, TAGUATINGA SUL, TAGUATINGA",320000,2,,58,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1161307
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",420000,2,1,59,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1414827
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",430000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1330202
"CSB 06 Blocos A AO D LoteS 1/2, TAGUATINGA SUL, TAGUATINGA",480000,3,1,88,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-06-blocos-a-ao-d-lotes-1-2-1411287
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",368000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1336901
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",185000,1,,33,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-centro-taguatinga-df-setor-hoteleiro-1407747
"CSG 3, TAGUATINGA SUL, TAGUATINGA",415000,1,,46,2,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1323794
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",550000,2,1,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1373389
"CSB 10, TAGUATINGA SUL, TAGUATINGA",548000,3,1,70,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1160852
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",545000,3,1,67,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1413469
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",300000,2,1,45,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1368055
"CSB 10, TAGUATINGA SUL, TAGUATINGA",750000,3,1,94,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1367369
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",370000,3,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1321420
"QNL 8 Bloco D, TAGUATINGA NORTE, TAGUATINGA",275000,2,,63,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-bloco-d-1413565
"CSG 3, TAGUATINGA SUL, TAGUATINGA",319000,1,1,37,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1401895
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",385000,2,1,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1397505
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",350000,2,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1419922
"EQNL 13/15, TAGUATINGA NORTE, TAGUATINGA",98000,1,,39,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnl-13-15-1345973
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",310000,2,,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-962757
"Setor SAGOCA Lote 2 Residencial JK, TAGUATINGA NORTE, TAGUATINGA",390000,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-jk-1420818
"QNL 1 Conjunto C, TAGUATINGA NORTE, TAGUATINGA",337000,3,,76,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-conjunto-c-1280467
"CSG 3, TAGUATINGA SUL, TAGUATINGA",315000,1,,36,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1375600
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",510000,3,2,81,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1376710
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",300000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1126891
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",396990,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1414033
"CSB 02 Lote 06, TAGUATINGA SUL, TAGUATINGA",395000,2,,47,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-02-lote-06-1350305
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",340000,2,1,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1293790
"C 02 Lote 19, TAGUATINGA CENTRO, TAGUATINGA",269990,2,,62,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-02-lote-19-1357851
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1373024
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",390000,2,1,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-1-1177014
"CSB 6, TAGUATINGA SUL, TAGUATINGA",260000,2,,65,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1268616
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",315000,3,,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1400705
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",299000,2,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-st-area-especiais-setor-c-norte-1411953
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",465000,2,2,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1241918
"CND 2, TAGUATINGA NORTE, TAGUATINGA",260000,3,,64,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnd-2-1169679
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",220000,2,,63,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1250640
"CSB 10, TAGUATINGA SUL, TAGUATINGA",540000,3,1,69,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1406092
